course_section_id,course_id,course_section_status,max_enrollment,delivery_mode
140339,333204,active,0,FaceToFace
63862,285133,active,0,FaceToFace
72281,341537,active,0,FaceToFace
184208,341388,active,0,FaceToFace
187163,347171,active,0,FaceToFace
150417,310794,,0,FaceToFace
152200,251199,active,0,FaceToFace
69186,300590,active,0,FaceToFace
50666,222886,active,0,FaceToFace
10805,265889,active,0,FaceToFace
10599,265652,active,0,FaceToFace
155777,270145,active,0,FaceToFace
49699,267854,,0,FaceToFace
7822,262314,active,0,FaceToFace
150835,272709,active,0,FaceToFace
45802,216895,active,0,FaceToFace
150163,213964,,0,FaceToFace
167182,261196,active,0,FaceToFace
156512,236240,active,0,FaceToFace
48922,174430,active,0,FaceToFace
154618,248939,active,0,FaceToFace
55445,182513,active,0,FaceToFace
7986,262524,,0,FaceToFace
90577,179818,,0,FaceToFace
129943,228520,,0,FaceToFace
123284,220186,active,0,FaceToFace
61399,328114,active,0,FaceToFace
98500,235998,active,0,FaceToFace
16757,319303,active,0,FaceToFace
152543,257819,active,0,FaceToFace
151054,184076,active,0,FaceToFace
153396,227610,active,0,FaceToFace
175128,319877,active,0,FaceToFace
44543,307638,active,0,FaceToFace
129825,320405,,0,FaceToFace
154803,298601,active,0,FaceToFace
140614,333599,active,0,FaceToFace
73180,342643,active,0,FaceToFace
589,207257,active,0,FaceToFace
3509,256877,active,0,FaceToFace
64270,285648,,0,FaceToFace
69849,246562,active,0,FaceToFace
97998,281237,,0,FaceToFace
153146,176388,,0,FaceToFace
150706,316023,active,0,FaceToFace
69524,246145,active,0,FaceToFace
153830,235408,active,0,FaceToFace
151137,185708,active,0,FaceToFace
37789,207385,active,0,FaceToFace
158239,245740,active,0,FaceToFace
187562,355412,active,0,FaceToFace
158597,172554,active,0,FaceToFace
157926,307580,active,0,FaceToFace
91988,274031,active,0,FaceToFace
62265,191077,active,0,FaceToFace
148278,296823,active,0,FaceToFace
91461,319358,active,0,FaceToFace
58337,186237,active,0,FaceToFace
158796,322535,active,0,FaceToFace
69701,200266,active,0,FaceToFace
35909,205043,active,0,FaceToFace
84757,311107,active,0,FaceToFace
137805,284148,active,0,FaceToFace
156362,325334,active,0,FaceToFace
9621,264546,active,0,FaceToFace
158458,178527,active,0,FaceToFace
155824,178555,active,0,FaceToFace
157657,302791,active,0,FaceToFace
52095,178325,active,0,FaceToFace
158202,173945,active,0,FaceToFace
81380,199171,active,0,FaceToFace
133465,232885,active,0,FaceToFace
31228,337236,active,0,FaceToFace
153237,224570,active,0,FaceToFace
190887,356147,active,0,FaceToFace
156521,236345,active,0,FaceToFace
152837,309411,,0,FaceToFace
158553,318661,active,0,FaceToFace
145248,247214,active,0,FaceToFace
163240,185022,active,0,FaceToFace
28182,241505,,0,FaceToFace
149844,300210,active,0,FaceToFace
131208,183674,active,0,FaceToFace
154344,244187,,0,FaceToFace
117362,213065,active,0,FaceToFace
196287,356241,active,0,FaceToFace
152348,161496,active,0,FaceToFace
39692,163105,,0,FaceToFace
142435,163658,active,0,FaceToFace
47208,218628,,0,FaceToFace
68000,198163,active,0,FaceToFace
82195,215622,active,0,FaceToFace
159811,202353,active,0,FaceToFace
121804,218311,active,0,FaceToFace
60849,259968,active,0,FaceToFace
188075,348078,,0,FaceToFace
103023,195439,active,0,FaceToFace
154049,192794,active,0,FaceToFace
81068,167895,active,0,FaceToFace
116647,304155,,0,FaceToFace
128005,318202,active,0,FaceToFace
111975,344531,active,0,FaceToFace
51801,316433,active,0,FaceToFace
28914,334362,active,0,FaceToFace
197511,357517,active,0,FaceToFace
85820,173996,active,0,FaceToFace
24706,283175,active,0,FaceToFace
196331,354620,active,0,FaceToFace
152142,189230,active,0,FaceToFace
69230,291786,active,0,FaceToFace
63200,330272,active,0,FaceToFace
24897,329390,active,0,FaceToFace
46750,218037,,0,FaceToFace
45582,170322,,0,FaceToFace
155903,272462,,0,FaceToFace
151563,239782,active,0,FaceToFace
152023,248307,active,0,FaceToFace
78035,256735,active,0,FaceToFace
197509,357513,active,0,FaceToFace
154683,235722,active,0,FaceToFace
125359,314900,active,0,FaceToFace
46055,309468,active,0,FaceToFace
97197,234395,active,0,FaceToFace
159179,191239,active,0,FaceToFace
154941,255331,,0,FaceToFace
142135,289485,active,0,FaceToFace
147714,296118,active,0,FaceToFace
159004,233995,,0,FaceToFace
130095,307455,active,0,FaceToFace
145678,293720,active,0,FaceToFace
155693,331976,active,0,FaceToFace
145681,293722,active,0,FaceToFace
151405,236992,active,0,FaceToFace
184625,344629,active,0,FaceToFace
118603,306635,active,0,FaceToFace
151879,291880,active,0,FaceToFace
149794,253667,,0,FaceToFace
159025,280161,active,0,FaceToFace
159408,287386,active,0,FaceToFace
2065,255131,active,0,FaceToFace
150818,272366,active,0,FaceToFace
50195,314437,active,0,FaceToFace
135979,281883,active,0,FaceToFace
193617,348383,active,0,FaceToFace
133946,187215,,0,FaceToFace
153147,222665,active,0,FaceToFace
128465,226639,active,0,FaceToFace
15148,225154,active,0,FaceToFace
158077,264252,active,0,FaceToFace
144046,245799,active,0,FaceToFace
130197,182437,active,0,FaceToFace
127301,225215,,0,FaceToFace
16191,180127,active,0,FaceToFace
153670,186263,active,0,FaceToFace
156750,332530,active,0,FaceToFace
188078,355962,active,0,FaceToFace
159151,236703,active,0,FaceToFace
88231,269454,active,0,FaceToFace
45931,217068,active,0,FaceToFace
24279,328662,active,0,FaceToFace
150210,319106,active,0,FaceToFace
120184,308586,active,0,FaceToFace
156722,332143,,0,FaceToFace
155657,175579,,0,FaceToFace
155651,175463,active,0,FaceToFace
195680,347765,active,0,FaceToFace
188340,348320,,0,FaceToFace
78597,164882,active,0,FaceToFace
152164,296505,active,0,FaceToFace
95781,324578,,0,FaceToFace
150228,261405,active,0,FaceToFace
12810,245472,active,0,FaceToFace
156443,326959,active,0,FaceToFace
154244,196465,active,0,FaceToFace
192720,355346,,0,FaceToFace
151830,336840,,0,FaceToFace
173495,308063,active,0,FaceToFace
4092,332009,active,0,FaceToFace
156958,197632,active,0,FaceToFace
157708,211797,active,0,FaceToFace
71933,341143,active,0,FaceToFace
153644,277809,active,0,FaceToFace
151153,324264,active,0,FaceToFace
152652,167140,active,0,FaceToFace
147861,250387,active,0,FaceToFace
107264,338667,active,0,FaceToFace
153767,326205,active,0,FaceToFace
149360,252270,active,0,FaceToFace
154682,250164,active,0,FaceToFace
87441,328874,active,0,FaceToFace
152502,210945,active,0,FaceToFace
21920,326781,active,0,FaceToFace
150169,167585,active,0,FaceToFace
47816,219382,active,0,FaceToFace
158787,322391,,0,FaceToFace
13018,176166,active,0,FaceToFace
109003,294828,active,0,FaceToFace
139848,332585,active,0,FaceToFace
188189,348170,active,0,FaceToFace
1071,299788,,0,FaceToFace
5775,167153,,0,FaceToFace
61968,190730,active,0,FaceToFace
41704,165616,,0,FaceToFace
75220,207072,active,0,FaceToFace
26799,239880,active,0,FaceToFace
30475,290403,,0,FaceToFace
109486,295440,active,0,FaceToFace
156199,184513,active,0,FaceToFace
158750,183349,,0,FaceToFace
83078,308975,,0,FaceToFace
151431,237391,active,0,FaceToFace
189375,352032,active,0,FaceToFace
98413,281805,active,0,FaceToFace
25957,284707,active,0,FaceToFace
156345,186949,,0,FaceToFace
124019,267313,active,0,FaceToFace
151972,247490,active,0,FaceToFace
188538,348520,active,0,FaceToFace
32403,246771,active,0,FaceToFace
107369,246869,active,0,FaceToFace
156681,193395,active,0,FaceToFace
152031,248458,active,0,FaceToFace
153482,275191,active,0,FaceToFace
113616,162048,active,0,FaceToFace
111382,205764,active,0,FaceToFace
152694,168184,active,0,FaceToFace
32949,201364,active,0,FaceToFace
113903,162174,active,0,FaceToFace
155482,172533,active,0,FaceToFace
37070,298494,active,0,FaceToFace
117064,304666,active,0,FaceToFace
99301,328874,active,0,FaceToFace
153227,270475,active,0,FaceToFace
57052,322887,active,0,FaceToFace
157725,246262,active,0,FaceToFace
19932,277285,,0,FaceToFace
117002,218565,active,0,FaceToFace
197447,357450,active,0,FaceToFace
159997,297683,active,0,FaceToFace
195563,350321,,0,FaceToFace
159140,328477,active,0,FaceToFace
187819,350461,active,0,FaceToFace
14425,270400,active,0,FaceToFace
149506,206371,active,0,FaceToFace
124417,175278,active,0,FaceToFace
118543,168384,active,0,FaceToFace
158340,314777,active,0,FaceToFace
8103,216447,active,0,FaceToFace
110040,342195,active,0,FaceToFace
15951,272307,active,0,FaceToFace
158523,234533,active,0,FaceToFace
110090,204242,active,0,FaceToFace
155611,174711,active,0,FaceToFace
124120,221240,active,0,FaceToFace
153480,182698,active,0,FaceToFace
127785,271981,active,0,FaceToFace
143475,245106,active,0,FaceToFace
144153,291950,active,0,FaceToFace
156518,328161,active,0,FaceToFace
16725,180794,active,0,FaceToFace
65391,287040,active,0,FaceToFace
29982,289792,,0,FaceToFace
60480,235119,,0,FaceToFace
1066,191652,active,0,FaceToFace
159082,235465,active,0,FaceToFace
28089,287369,,0,FaceToFace
197195,349303,active,0,FaceToFace
85875,266512,active,0,FaceToFace
41375,303684,active,0,FaceToFace
43001,213676,,0,FaceToFace
74458,298087,active,0,FaceToFace
151804,198293,active,0,FaceToFace
167264,261942,active,0,FaceToFace
60559,188956,active,0,FaceToFace
192772,347536,active,0,FaceToFace
151101,277271,,0,FaceToFace
150910,228112,active,0,FaceToFace
188428,348403,active,0,FaceToFace
124890,222141,active,0,FaceToFace
151020,275994,active,0,FaceToFace
150727,316366,active,0,FaceToFace
149991,303106,,0,FaceToFace
34180,340917,active,0,FaceToFace
157268,341833,active,0,FaceToFace
105359,290415,active,0,FaceToFace
25899,192589,active,0,FaceToFace
103474,195982,active,0,FaceToFace
149870,162177,active,0,FaceToFace
158576,224329,active,0,FaceToFace
48203,312088,active,0,FaceToFace
31497,291673,active,0,FaceToFace
152633,166915,active,0,FaceToFace
188037,353275,active,0,FaceToFace
156696,331635,active,0,FaceToFace
197200,357188,active,0,FaceToFace
100639,238654,active,0,FaceToFace
35443,342446,active,0,FaceToFace
128152,272394,active,0,FaceToFace
60390,188753,active,0,FaceToFace
131512,170184,active,0,FaceToFace
155810,270745,active,0,FaceToFace
153381,180897,active,0,FaceToFace
20678,185950,active,0,FaceToFace
120065,169915,active,0,FaceToFace
148915,343693,active,0,FaceToFace
193252,355896,active,0,FaceToFace
38848,254720,active,0,FaceToFace
121705,218205,active,0,FaceToFace
122439,172868,,0,FaceToFace
8773,263470,,0,FaceToFace
156772,240949,active,0,FaceToFace
39173,162586,,0,FaceToFace
14766,316788,active,0,FaceToFace
192550,355155,active,0,FaceToFace
166460,163220,active,0,FaceToFace
159245,330366,active,0,FaceToFace
152741,215575,active,0,FaceToFace
167308,308276,active,0,FaceToFace
59600,234055,,0,FaceToFace
155912,226419,active,0,FaceToFace
39836,209779,active,0,FaceToFace
153911,282469,,0,FaceToFace
150541,185461,active,0,FaceToFace
104089,196762,,0,FaceToFace
197435,357439,active,0,FaceToFace
153981,271992,active,0,FaceToFace
108304,294017,active,0,FaceToFace
52742,317584,active,0,FaceToFace
156974,335936,active,0,FaceToFace
102393,332665,active,0,FaceToFace
159722,338819,active,0,FaceToFace
131376,230333,active,0,FaceToFace
152963,219158,,0,FaceToFace
17021,227561,active,0,FaceToFace
73741,165467,active,0,FaceToFace
20461,277892,active,0,FaceToFace
153944,283111,active,0,FaceToFace
70738,247607,active,0,FaceToFace
128704,180569,active,0,FaceToFace
61000,327596,active,0,FaceToFace
161402,170807,active,0,FaceToFace
151712,196467,,0,FaceToFace
102347,286666,active,0,FaceToFace
95399,278100,active,0,FaceToFace
115647,211024,,0,FaceToFace
159782,339865,active,0,FaceToFace
159491,196844,,0,FaceToFace
60856,327422,active,0,FaceToFace
89099,224373,active,0,FaceToFace
97386,326464,active,0,FaceToFace
138568,193013,active,0,FaceToFace
191485,348847,active,0,FaceToFace
196776,351521,,0,FaceToFace
61851,236773,active,0,FaceToFace
57175,277025,active,0,FaceToFace
110613,250875,active,0,FaceToFace
153554,276373,,0,FaceToFace
87366,314402,active,0,FaceToFace
1456,254418,active,0,FaceToFace
193649,356323,,0,FaceToFace
150287,308245,,0,FaceToFace
155770,223895,active,0,FaceToFace
52285,224927,active,0,FaceToFace
153512,229703,active,0,FaceToFace
159816,294383,active,0,FaceToFace
149846,254365,active,0,FaceToFace
152864,217536,active,0,FaceToFace
55517,182609,active,0,FaceToFace
158142,219187,active,0,FaceToFace
46884,264507,active,0,FaceToFace
110343,296474,active,0,FaceToFace
178210,342964,active,0,FaceToFace
93468,275776,active,0,FaceToFace
36029,205202,active,0,FaceToFace
150230,307420,active,0,FaceToFace
154677,204051,active,0,FaceToFace
46901,300590,active,0,FaceToFace
118650,260669,active,0,FaceToFace
82720,308498,active,0,FaceToFace
150251,215454,active,0,FaceToFace
190248,352860,active,0,FaceToFace
165707,342066,active,0,FaceToFace
30048,243786,active,0,FaceToFace
121270,171376,active,0,FaceToFace
140402,287342,active,0,FaceToFace
158056,217603,active,0,FaceToFace
88256,269478,,0,FaceToFace
27445,332544,active,0,FaceToFace
159327,285951,active,0,FaceToFace
105769,244882,active,0,FaceToFace
22942,198953,active,0,FaceToFace
151352,282168,active,0,FaceToFace
153659,255023,active,0,FaceToFace
52057,316733,,0,FaceToFace
101041,262150,active,0,FaceToFace
158058,171304,,0,FaceToFace
42123,258695,active,0,FaceToFace
134559,234229,active,0,FaceToFace
116116,303502,active,0,FaceToFace
128604,318910,active,0,FaceToFace
155084,212005,active,0,FaceToFace
158571,318848,active,0,FaceToFace
44388,261430,,0,FaceToFace
195427,352776,active,0,FaceToFace
67372,243448,active,0,FaceToFace
154667,249786,active,0,FaceToFace
11528,174391,active,0,FaceToFace
191207,351239,active,0,FaceToFace
190187,355432,active,0,FaceToFace
7934,308448,active,0,FaceToFace
46932,310542,active,0,FaceToFace
31173,337151,active,0,FaceToFace
26524,285454,active,0,FaceToFace
194135,348883,,0,FaceToFace
66471,334315,active,0,FaceToFace
168686,272311,active,0,FaceToFace
155575,174190,active,0,FaceToFace
156288,232426,active,0,FaceToFace
63723,239074,active,0,FaceToFace
155306,295401,active,0,FaceToFace
150783,271631,active,0,FaceToFace
152850,171003,active,0,FaceToFace
152902,218191,active,0,FaceToFace
152299,299107,,0,FaceToFace
140565,235616,active,0,FaceToFace
156301,232532,active,0,FaceToFace
154885,300228,,0,FaceToFace
34548,295281,active,0,FaceToFace
152953,311199,active,0,FaceToFace
40039,302013,,0,FaceToFace
161833,266759,active,0,FaceToFace
58490,324640,active,0,FaceToFace
157683,164809,active,0,FaceToFace
18242,275239,active,0,FaceToFace
22872,326910,active,0,FaceToFace
193304,353335,active,0,FaceToFace
156029,274202,active,0,FaceToFace
89290,316734,active,0,FaceToFace
154454,199897,active,0,FaceToFace
97147,280201,,0,FaceToFace
95506,324253,active,0,FaceToFace
155697,314728,active,0,FaceToFace
157200,340678,active,0,FaceToFace
193976,353976,active,0,FaceToFace
158099,310619,,0,FaceToFace
68291,336576,active,0,FaceToFace
156063,182194,active,0,FaceToFace
157706,257747,active,0,FaceToFace
31564,337682,active,0,FaceToFace
42723,166810,,0,FaceToFace
17033,319617,active,0,FaceToFace
71749,340889,active,0,FaceToFace
137474,191652,active,0,FaceToFace
154851,253700,active,0,FaceToFace
155489,218993,active,0,FaceToFace
97270,280345,active,0,FaceToFace
150852,319074,,0,FaceToFace
12241,267725,,0,FaceToFace
44685,307815,,0,FaceToFace
157219,203000,active,0,FaceToFace
83373,309369,active,0,FaceToFace
31983,200131,active,0,FaceToFace
195829,353154,,0,FaceToFace
68321,336607,active,0,FaceToFace
163229,184915,active,0,FaceToFace
6032,167488,,0,FaceToFace
55048,309641,active,0,FaceToFace
151310,189182,active,0,FaceToFace
157953,169387,active,0,FaceToFace
150979,321196,active,0,FaceToFace
151214,279822,,0,FaceToFace
62307,283224,active,0,FaceToFace
154287,289281,active,0,FaceToFace
98795,328272,active,0,FaceToFace
3994,257454,active,0,FaceToFace
193466,353504,,0,FaceToFace
123781,220821,active,0,FaceToFace
157035,337018,,0,FaceToFace
153383,319349,active,0,FaceToFace
79245,304147,active,0,FaceToFace
120747,263275,active,0,FaceToFace
159571,335969,active,0,FaceToFace
197483,357489,active,0,FaceToFace
159879,295401,active,0,FaceToFace
8731,263409,active,0,FaceToFace
158769,183752,active,0,FaceToFace
154273,242993,active,0,FaceToFace
67057,243074,active,0,FaceToFace
21486,233291,active,0,FaceToFace
46467,309958,,0,FaceToFace
113776,300592,active,0,FaceToFace
110954,209698,active,0,FaceToFace
4157,315596,active,0,FaceToFace
133070,188280,active,0,FaceToFace
193500,350894,,0,FaceToFace
68300,336582,active,0,FaceToFace
71331,248314,active,0,FaceToFace
133899,279283,,0,FaceToFace
85317,311816,active,0,FaceToFace
138016,330393,active,0,FaceToFace
78274,257058,active,0,FaceToFace
154132,286327,active,0,FaceToFace
109941,342072,active,0,FaceToFace
91688,319643,active,0,FaceToFace
155529,266001,,0,FaceToFace
152361,300030,,0,FaceToFace
12512,175597,active,0,FaceToFace
153003,173509,active,0,FaceToFace
9429,264298,active,0,FaceToFace
148364,250970,active,0,FaceToFace
187798,350444,,0,FaceToFace
154799,344614,,0,FaceToFace
106906,200184,active,0,FaceToFace
126619,224340,active,0,FaceToFace
75455,207377,active,0,FaceToFace
150590,267638,,0,FaceToFace
193170,347943,active,0,FaceToFace
158229,266893,active,0,FaceToFace
150267,307871,active,0,FaceToFace
90771,272535,active,0,FaceToFace
74838,206621,,0,FaceToFace
172683,301794,active,0,FaceToFace
154231,196195,active,0,FaceToFace
149955,163749,active,0,FaceToFace
152603,258943,,0,FaceToFace
93823,230220,active,0,FaceToFace
49222,221061,active,0,FaceToFace
194549,357186,,0,FaceToFace
159503,243093,active,0,FaceToFace
131541,322424,active,0,FaceToFace
153022,266272,active,0,FaceToFace
20961,324525,active,0,FaceToFace
154794,206407,active,0,FaceToFace
153881,320752,active,0,FaceToFace
71427,202464,active,0,FaceToFace
16032,179926,,0,FaceToFace
6882,307165,active,0,FaceToFace
81175,260560,active,0,FaceToFace
155325,308416,active,0,FaceToFace
187030,347036,,0,FaceToFace
57191,184712,,0,FaceToFace
188,206769,,0,FaceToFace
20364,185495,,0,FaceToFace
151477,340075,active,0,FaceToFace
150659,222812,,0,FaceToFace
150985,164891,active,0,FaceToFace
127135,271154,active,0,FaceToFace
156298,232516,active,0,FaceToFace
27758,240980,active,0,FaceToFace
25158,283735,active,0,FaceToFace
155619,174906,active,0,FaceToFace
160403,255520,active,0,FaceToFace
88961,316301,active,0,FaceToFace
78057,256760,active,0,FaceToFace
154663,203712,,0,FaceToFace
151922,246595,,0,FaceToFace
123004,173592,active,0,FaceToFace
79479,212480,active,0,FaceToFace
155448,218296,,0,FaceToFace
121606,218082,active,0,FaceToFace
193164,355807,active,0,FaceToFace
159001,187700,active,0,FaceToFace
130152,228821,active,0,FaceToFace
193794,348537,,0,FaceToFace
127267,225169,active,0,FaceToFace
197007,349114,active,0,FaceToFace
824,253632,active,0,FaceToFace
107295,246781,active,0,FaceToFace
154161,240962,active,0,FaceToFace
193163,355806,,0,FaceToFace
33690,248265,active,0,FaceToFace
110004,342155,active,0,FaceToFace
155253,307022,active,0,FaceToFace
193480,348239,active,0,FaceToFace
191094,348438,active,0,FaceToFace
127953,228558,active,0,FaceToFace
42496,213093,active,0,FaceToFace
158707,275120,active,0,FaceToFace
160019,252242,,0,FaceToFace
197458,357462,active,0,FaceToFace
114916,256090,active,0,FaceToFace
154740,297404,active,0,FaceToFace
125676,176886,active,0,FaceToFace
81202,214476,active,0,FaceToFace
195209,349964,active,0,FaceToFace
142087,243369,active,0,FaceToFace
189082,356956,active,0,FaceToFace
150862,180829,,0,FaceToFace
35150,250123,,0,FaceToFace
149939,255997,active,0,FaceToFace
25993,330740,active,0,FaceToFace
158257,174894,active,0,FaceToFace
25889,295572,active,0,FaceToFace
119827,262150,active,0,FaceToFace
150524,180897,active,0,FaceToFace
153089,267779,active,0,FaceToFace
152008,294105,active,0,FaceToFace
153225,177955,active,0,FaceToFace
29642,335260,,0,FaceToFace
96411,187225,,0,FaceToFace
86903,327007,active,0,FaceToFace
152688,260545,active,0,FaceToFace
25018,191454,active,0,FaceToFace
152808,170410,,0,FaceToFace
187564,352778,active,0,FaceToFace
157832,189230,active,0,FaceToFace
159280,192914,,0,FaceToFace
150856,227045,active,0,FaceToFace
80381,305534,,0,FaceToFace
142287,335569,active,0,FaceToFace
95367,185857,active,0,FaceToFace
130697,183043,active,0,FaceToFace
145599,201570,active,0,FaceToFace
126209,269998,active,0,FaceToFace
154509,200994,,0,FaceToFace
150302,262559,active,0,FaceToFace
72948,204346,active,0,FaceToFace
153813,280952,active,0,FaceToFace
41156,303399,,0,FaceToFace
6560,260713,active,0,FaceToFace
66813,196713,active,0,FaceToFace
47908,311739,active,0,FaceToFace
68496,290917,active,0,FaceToFace
159098,249786,active,0,FaceToFace
152766,169526,active,0,FaceToFace
85776,312395,,0,FaceToFace
82989,170289,active,0,FaceToFace
149888,300917,active,0,FaceToFace
75397,207285,active,0,FaceToFace
158870,231772,active,0,FaceToFace
37156,298578,active,0,FaceToFace
150692,269825,active,0,FaceToFace
65701,241438,active,0,FaceToFace
18887,321996,active,0,FaceToFace
152602,166367,active,0,FaceToFace
52812,317664,active,0,FaceToFace
147704,204175,active,0,FaceToFace
98270,235767,active,0,FaceToFace
37886,253588,active,0,FaceToFace
182794,330390,active,0,FaceToFace
149854,254509,active,0,FaceToFace
155645,221679,,0,FaceToFace
92731,274892,active,0,FaceToFace
151579,285933,active,0,FaceToFace
60937,235677,active,0,FaceToFace
8025,262561,active,0,FaceToFace
156665,239214,,0,FaceToFace
159920,296315,active,0,FaceToFace
158852,231442,active,0,FaceToFace
158062,307022,active,0,FaceToFace
18437,183045,,0,FaceToFace
117216,304866,active,0,FaceToFace
49414,221283,active,0,FaceToFace
189860,352508,active,0,FaceToFace
156964,243726,,0,FaceToFace
196184,353548,active,0,FaceToFace
157750,212540,active,0,FaceToFace
73359,341537,active,0,FaceToFace
137110,283306,active,0,FaceToFace
90708,179971,active,0,FaceToFace
112895,161128,active,0,FaceToFace
194788,354765,active,0,FaceToFace
193338,353366,active,0,FaceToFace
153503,229559,,0,FaceToFace
102213,194454,active,0,FaceToFace
153634,185474,active,0,FaceToFace
95267,181655,active,0,FaceToFace
140053,194826,active,0,FaceToFace
120431,170355,,0,FaceToFace
191665,351690,active,0,FaceToFace
116037,303388,active,0,FaceToFace
115274,302479,,0,FaceToFace
10077,218834,,0,FaceToFace
150607,221731,active,0,FaceToFace
195129,355089,,0,FaceToFace
79657,166168,active,0,FaceToFace
19828,277164,active,0,FaceToFace
189469,354706,,0,FaceToFace
150289,169818,,0,FaceToFace
93047,229230,active,0,FaceToFace
14247,316119,active,0,FaceToFace
129854,228409,active,0,FaceToFace
121267,309965,active,0,FaceToFace
159576,233600,active,0,FaceToFace
53348,226235,active,0,FaceToFace
157579,255605,active,0,FaceToFace
85821,220214,active,0,FaceToFace
190644,353251,active,0,FaceToFace
65446,333051,active,0,FaceToFace
155487,311251,,0,FaceToFace
64596,332009,active,0,FaceToFace
39307,301135,,0,FaceToFace
136704,236866,active,0,FaceToFace
76386,208593,active,0,FaceToFace
14511,177987,active,0,FaceToFace
43569,167913,active,0,FaceToFace
159681,200002,,0,FaceToFace
10496,311541,active,0,FaceToFace
152945,199267,active,0,FaceToFace
1748,185389,active,0,FaceToFace
27676,332835,active,0,FaceToFace
13091,314675,active,0,FaceToFace
92754,320838,active,0,FaceToFace
155940,226847,active,0,FaceToFace
149264,252136,active,0,FaceToFace
96093,278954,,0,FaceToFace
150666,176736,,0,FaceToFace
108773,294565,active,0,FaceToFace
151290,281049,,0,FaceToFace
7037,163658,active,0,FaceToFace
24703,191080,,0,FaceToFace
153176,315359,active,0,FaceToFace
193869,348624,active,0,FaceToFace
131321,322189,,0,FaceToFace
31673,199724,active,0,FaceToFace
155674,314260,active,0,FaceToFace
9161,263981,,0,FaceToFace
156348,279154,active,0,FaceToFace
39391,255306,active,0,FaceToFace
97466,234728,active,0,FaceToFace
157990,216532,active,0,FaceToFace
96468,233509,active,0,FaceToFace
119543,307837,,0,FaceToFace
123942,174724,active,0,FaceToFace
153875,235978,active,0,FaceToFace
197532,357537,active,0,FaceToFace
158118,218647,active,0,FaceToFace
51032,269521,active,0,FaceToFace
57716,277669,,0,FaceToFace
274,206877,active,0,FaceToFace
184624,344628,active,0,FaceToFace
110123,189058,active,0,FaceToFace
158516,226078,active,0,FaceToFace
80507,213696,active,0,FaceToFace
114597,209700,,0,FaceToFace
128986,319334,active,0,FaceToFace
187436,347426,,0,FaceToFace
142364,219472,active,0,FaceToFace
159711,200515,active,0,FaceToFace
109081,340987,,0,FaceToFace
158234,267082,active,0,FaceToFace
68007,244208,active,0,FaceToFace
136328,282276,,0,FaceToFace
196645,351395,active,0,FaceToFace
131172,230055,,0,FaceToFace
136307,282252,active,0,FaceToFace
147939,204478,active,0,FaceToFace
66126,195898,active,0,FaceToFace
157131,339247,active,0,FaceToFace
175554,231337,active,0,FaceToFace
89640,271193,,0,FaceToFace
39734,255707,active,0,FaceToFace
153859,189513,active,0,FaceToFace
158475,317349,,0,FaceToFace
38300,299931,active,0,FaceToFace
16902,227402,active,0,FaceToFace
155551,208122,active,0,FaceToFace
150765,178714,active,0,FaceToFace
150712,177736,active,0,FaceToFace
53593,180201,active,0,FaceToFace
197499,357504,active,0,FaceToFace
155715,315132,active,0,FaceToFace
191572,348958,active,0,FaceToFace
30077,243821,active,0,FaceToFace
98109,189274,,0,FaceToFace
151190,233345,active,0,FaceToFace
45128,308294,,0,FaceToFace
157760,166191,active,0,FaceToFace
34927,341861,active,0,FaceToFace
100992,192904,active,0,FaceToFace
159141,190392,active,0,FaceToFace
168145,314512,active,0,FaceToFace
154675,250013,active,0,FaceToFace
142683,244057,active,0,FaceToFace
42284,258892,,0,FaceToFace
64840,332309,active,0,FaceToFace
150892,227744,,0,FaceToFace
159058,280758,active,0,FaceToFace
106086,199162,active,0,FaceToFace
150900,227919,,0,FaceToFace
152725,307276,active,0,FaceToFace
76151,161857,,0,FaceToFace
157042,337091,active,0,FaceToFace
27684,240892,active,0,FaceToFace
95046,323679,active,0,FaceToFace
17876,228683,active,0,FaceToFace
172957,165283,active,0,FaceToFace
159897,295622,,0,FaceToFace
108498,248209,active,0,FaceToFace
16367,318791,active,0,FaceToFace
158834,277140,active,0,FaceToFace
155639,267766,active,0,FaceToFace
153226,177969,active,0,FaceToFace
157082,246262,active,0,FaceToFace
151543,331281,active,0,FaceToFace
151218,325834,active,0,FaceToFace
191175,353800,active,0,FaceToFace
186829,354689,active,0,FaceToFace
152767,169544,active,0,FaceToFace
44626,261723,active,0,FaceToFace
133540,278865,active,0,FaceToFace
195943,355913,active,0,FaceToFace
139573,194224,,0,FaceToFace
109946,342078,active,0,FaceToFace
50130,268383,active,0,FaceToFace
151703,242311,active,0,FaceToFace
156120,275864,active,0,FaceToFace
153376,319233,active,0,FaceToFace
177488,245691,active,0,FaceToFace
56214,321896,active,0,FaceToFace
151630,194867,active,0,FaceToFace
152413,208985,active,0,FaceToFace
35349,296289,active,0,FaceToFace
96314,325219,active,0,FaceToFace
103312,195792,active,0,FaceToFace
153113,222011,active,0,FaceToFace
23475,320482,active,0,FaceToFace
6742,306976,active,0,FaceToFace
103174,241698,active,0,FaceToFace
158394,269855,,0,FaceToFace
176912,287349,active,0,FaceToFace
82861,278546,active,0,FaceToFace
155167,259694,active,0,FaceToFace
160302,208679,active,0,FaceToFace
159516,335181,active,0,FaceToFace
158342,314811,active,0,FaceToFace
83043,170361,active,0,FaceToFace
50911,269372,,0,FaceToFace
159772,293767,active,0,FaceToFace
155910,180066,active,0,FaceToFace
