course_section_id,course_id,course_section_status,max_enrollment,delivery_mode
188111,353351,active,14,Online
119638,169378,active,14,Online
191699,351730,active,14,Online
193008,355658,active,14,Online
187354,355190,active,14,Online
192135,354724,active,14,Online
190553,355547,active,14,Online
190511,347863,active,14,Online
187499,350119,active,14,Online
187546,346999,active,14,Online
192283,349654,active,14,Online
189895,352550,active,14,Online
191409,348773,active,14,Online
191574,356818,active,14,Online
193570,353612,active,14,Online
64691,332134,active,14,Online
188464,353725,active,14,Online
192085,352086,active,14,Online
192591,347345,active,14,Online
189286,352716,active,14,Online
173941,172908,active,14,Online
190411,350071,active,14,Online
197023,356996,active,14,Online
192301,349679,active,14,Online
190420,350434,active,14,Online
138278,238856,active,14,Online
191126,351133,active,14,Online
195081,352447,active,14,Online
189626,347001,active,14,Online
107101,292527,active,14,Online
191293,356547,active,14,Online
193012,353024,active,14,Online
153977,283659,active,14,Online
196947,351692,active,14,Online
189632,347014,active,14,Online
188306,348152,active,14,Online
191563,351578,,14,Online
193710,351139,active,14,Online
197047,351794,active,14,Online
188698,356589,active,14,Online
188850,356721,active,14,Online
155017,164268,active,14,Online
189571,346939,active,14,Online
194136,354128,active,14,Online
195407,350171,active,14,Online
187936,355800,active,14,Online
187963,350601,active,14,Online
187221,355042,active,14,Online
194506,354481,active,14,Online
192115,346851,active,14,Online
191603,351620,active,14,Online
189955,355191,active,14,Online
188642,348632,active,14,Online
190237,351649,active,14,Online
196820,354140,active,14,Online
72462,341754,active,14,Online
188667,353908,active,14,Online
3637,302954,active,14,Online
190122,347504,active,14,Online
189919,355164,active,270,Online
189793,352444,active,15,Online
31763,245936,active,15,Online
191933,349304,active,15,Online
196344,352681,active,15,Online
195687,355676,active,15,Online
14077,269954,active,15,Online
193531,353580,active,15,Online
195572,355562,active,15,Online
108330,248002,active,15,Online
88711,177550,active,15,Online
195039,349761,active,15,Online
194349,351735,active,15,Online
156685,193460,active,15,Online
139345,300311,active,15,Online
187208,355028,active,15,Online
195358,352716,active,15,Online
64763,308214,active,15,Online
18285,225557,active,15,Online
73404,250913,active,15,Online
188619,353867,active,15,Online
192819,347589,active,15,Online
186941,346943,active,15,Online
187984,353216,active,15,Online
12856,268467,active,15,Online
196273,348335,active,15,Online
189411,354656,active,15,Online
193823,356467,active,15,Online
187233,347209,active,15,Online
190132,352738,active,15,Online
191107,353741,active,15,Online
191339,351361,active,15,Online
147800,338786,active,15,Online
188028,353266,active,15,Online
191881,357135,active,15,Online
138738,331207,active,15,Online
65196,240837,active,15,Online
132511,323626,active,15,Online
188328,353908,active,15,Online
195033,354968,active,15,Online
131999,276978,active,15,Online
192975,352987,active,15,Online
195785,353114,active,15,Online
113509,300311,active,15,Online
195811,352681,active,15,Online
13546,269321,active,15,Online
195972,353309,active,15,Online
39100,300311,active,15,Online
32761,201149,active,15,Online
134031,187316,active,15,Online
158096,172046,active,15,Online
11591,266940,active,15,Online
188085,353330,active,15,Online
196186,356165,active,15,Online
188849,354092,active,15,Online
194569,351960,active,15,Online
150647,268713,active,15,Online
187966,347973,active,15,Online
194575,354557,active,15,Online
187345,347345,active,15,Online
189806,352464,active,15,Online
187111,354932,active,15,Online
188712,348706,active,15,Online
195933,353264,active,15,Online
2014,300977,active,15,Online
193108,353117,active,15,Online
125644,269324,active,15,Online
13251,340839,active,15,Online
197053,357034,active,15,Online
190081,350092,active,15,Online
136872,328993,active,15,Online
122737,173255,active,15,Online
55325,228802,active,15,Online
39639,255569,active,15,Online
34783,176323,active,15,Online
81451,306952,active,15,Online
87024,317008,active,15,Online
191044,351047,active,15,Online
191206,351238,active,15,Online
19710,231146,active,15,Online
189093,351745,active,15,Online
187934,347926,active,15,Online
114426,209494,active,15,Online
193354,353393,active,15,Online
36351,251665,active,15,Online
190353,355598,active,15,Online
191751,353580,active,15,Online
115241,167841,active,15,Online
32358,203046,active,15,Online
188995,351656,active,15,Online
188014,350648,active,15,Online
194948,354894,active,15,Online
88458,315698,active,15,Online
42744,213387,active,15,Online
187675,352681,active,15,Online
48310,266229,active,15,Online
190520,355763,active,15,Online
194400,349151,active,15,Online
190547,350568,active,15,Online
120807,298320,active,15,Online
61099,235866,active,15,Online
103543,196208,active,15,Online
196439,356391,active,15,Online
159352,160854,active,15,Online
118646,306683,active,15,Online
194725,346845,active,15,Online
195709,353052,active,15,Online
76176,208325,active,15,Online
191797,352681,active,15,Online
191050,353689,active,15,Online
190347,352681,active,15,Online
196864,356819,active,15,Online
190581,353185,active,15,Online
192418,352445,active,15,Online
187672,352890,active,15,Online
155207,306290,active,15,Online
40438,164021,active,15,Online
189582,349583,active,15,Online
140826,218629,active,15,Online
186899,354748,active,15,Online
195795,350532,active,15,Online
128616,323188,active,15,Online
